character,dialogue
JESSE,"Acceptable?  Every jibbhead from here to Timbuktu’s gonna want a taste!  It’s gonna be like, “Sir, would you care to replace your Schwinn bicycle with this brand-new Ferrari?”  Shit!"
MARIE,"It’s like something’s eating him away from inside.  He’s just not the same.  He’s not.  Facing death, it changes a person.  It has to. Don’t you think?"
MARIE,A system.
JESSE,You..?
SAUL,"Okay, so, what?  We pay him off."
SKYLER,Hank.  What about him?
SAUL,Or on a... scratch piece of paper... somewhere...
GUS,"Three million for three months, that was our agreement.  Extended annually, twelve million a year."
WALT,Five.
SKYLER,#NAME?
JESSE,Were you here all night?
JESSE,"It’s cloudy.  It’s not s’posed to be cloudy.  The last time, it was glass.  It sparkled like diamonds."
WALT JR,"C’mon, Uncle Hank.  You can do it. How else are you gonna get out of here?"
SKYLER,Three.  Told you.  They’re all pretty good size.
JESSE,"Huh?  See?  Crystal so big, look like somebody broke a window. Look like you’d cut your nose off. Try it."
HANK,Seeing what?
JESSE,"Don’t sweat it, alright, you’re just doing what you do.  Hey, nobody’s gonna know anything."
JESSE,"No, man."
SAUL,"This is the nail salon, right?  I take your dirty money and I slip it into this salon’s nice, clean cash flow.  That’s called layering."
JESSE,There’s got to be some other way.
MARIE,I tell you what.  If I can get the groundhog to see his shadow --
WALT,"Well, then, let’s stretch our price range.  Truly.  I mean why... why buy a starter house when we’ll have to move out of in a year or two."
HANK,Can I take back what I said before? I agree with Marie.  Walt wants to die like a man!
SAUL,I’m a reasonable guy.  It’s a short term deal.  Ten even.  But I can’t go any lower and still respect myself.
GUS,"Okay, let’s put this pepper here..."
WALT JR,"No.  Uh, I don’t think either of them are working right now."
SAUL,"Come on, I gotta cheer you up."
JESSE,"Come on, man, I told you where to find the tape!"
WALT,Is this a secure line??
JESSE,"It’s just basic chemistry, yo.  So you got something for me?"
SKYLER,"Um, I really gotta head home."
GUS,May I take this as a “yes?”
WALT,I wouldn’t know.
WALT,"Anyway... So, anyway... he’s insisting that I..."
WALT,Yeah.  Let’s see... how shall I put this?  I’m in.  You’re out.
MIKE,Is that right?
SKYLER,You took my child --
MARIE,Prepare yourself.
GUS,I understand that you have a problem with two of my employees.
WALT,Seriously -- you’re... this is a bad idea.
JESSE,Yeah.  Totally Kafkaesque.
HANK,Okay?
SKYLER,It’s the truth.
SKYLER,I don’t even know what to say to you.  Go to your room.  I’ll deal with you later.
MARIE,Let ‘em.  I don’t care if someone walks in.
WALT,"Please, Marie.  Let us help."
SKYLER,Why are you here?
SAUL,"What do you think that was in there?  A bluff?  He wants your brother-in-law.  And there’s gonna be a parade of lawyers creaming their Underoos for a case like that.  I mean, I’d take it myself if it wouldn’t cause so much collateral damage."
JESSE,So where are they?
HANK,Hello?
WALT,"Definitely before the surgery.  Oh Christ, that damn second cell phone.  I mean, how could I possibly..?"
WALT,So why don’t we do that?  Take a little break.
MARIE,That’s what Skyler told me.
WALT,"Back when Elliott and I were in grad school, we came up with the name.  Schwartz -- black.  Walter White.  Black and white make gray... Gray Matter Technologies."
JESSE,"No, we’re not gonna cook here. This is my house.  I don’t shit where I eat."
MIKE,"Well... a little.  But he’d probably knock everything over. Plus, there’s that big nose of his."
SKYLER,"I thought maybe, um... there’s a way you could help him."
JESSE,"I am not turning down the MONEY, I am turning down YOU!  YOU GET IT? I want nothing to do with you! Ever since I met you, everything I ever cared about is gone, ruined, turned to SHIT... DEAD!  Ever since I hooked up with the great Heisenberg."
JESSE,"It’s weird, is all.  It doesn’t compute.  If you’re like... crazy or something... if you’ve gone crazy, or depressed.  I’m just saying.  That’s something I need to know about.  That affects me."
GUS,"Three months, then out."
WALT,"Oh,yes, hi.  I-I’m sorry, I’ll uh... I’ll be right down."
HANK,You bet your ass the cavalry’s coming.
GUS,It’s a fancy name for fish stew.
WALT,"I’ve got coffee.  Coffee and tap water.  Beverage-wise, all bases covered.  Coffee with a tap water chaser, perhaps..?"
JESSE,"Don’t think it matters, but, uh..."
SAUL,"All due respect, I don’t see it. So, I vote, I vote no."
SAUL,"Uh, my advice?  That’s probably not a good strategy.  I mean, they’re scared of you right now.  They want nothing to do with you.  But if you hit them, they’re forced to hit back -- hard.  I mean, they will turn over every rock hither, thither and yon until someone spills the beans on you and-and anyone associated with you. Present company included."
WALT,"Well.  Good morning.  I apologize for running a bit late, I uh..."
HANK,"Back when we... lost you?  And I was trying to track you down through your former student, Jesse Pinkman?  Now... YOU know that I know that once upon a time, he may have, uh, dealt you a little weed."
WALT,"Jesse, look, I’m fine.  So why don’t you just please focus on --"
SAUL,"Yeah.  “Attorney-client privilege?” I mean, that’s a big one!  And that’s something I provide for you! So, if I give up Pinkman... well, then you’re gonna be asking “old"
JESSE,You gonna help me or what?
SKYLER,There’s Elliott.  Is he talking to Ali MacGraw?
WALT,"Oh, God.  You led him right to us."
WALT,"...And the desired product is in gas form, so --"
JESSE,I need ricin.
JESSE,"Combo was us, man.  He was one of us.  Does that mean nothing?"
WALT,Quit my part-time job -- I’ve got four hours to devote to this every afternoon.  And...
SKYLER,Walt..?
JESSE,Okay.  Now we’re in business.
HANK,"Janice, I’m, uh, I’m dead in the water here."
JESSE,"Oh, I’m gonna say jack.  I’m gonna say plenty."
JESSE,"I’m gonna go out on a limb and say, uh, yeah."
GUS,"Oh, no... no, thank you.  I’m sorry for the inconvenience --"
WALT,So why are you telling me this?
JESSE,"This isn’t even seven grand, alright.  My guy wants eighty-five."
MIKE,"tIhadto' nt seepaoninyt.sign. But then,"
SKYLER,"That, it seems to me, is the safest way to make the best of a very bad situation, yes."
SKYLER,You’re home early.
GUS,Gale.  It’s good to see you.
SKYLER,Okay
SKYLER,I am.
MARIE,"That’s good, keep talking. Protest.  Struggle."
GUS,Now... the garlic?
HANK,What do we got to drink around here?
JESSE,Whaddya think?
JESSE,I learned it in rehab.  It’s all about accepting who you really are.
JESSE,What if I could get some?
SKYLER,No.  He’s great.
WALT,"All you had to do was mention the Bunsen burner and he’d go off on a rant.  “He didn’t actually invent it, he just improved it.”  Easy way to kill fifteen minutes."
MARIE,Hi.
GUS,"I should have called first.  I’m not interrupting anything, am I?"
JESSE,I’m better.
SKYLER,Bring her back.
HANK,I tried to fight it.  But then... El Paso.  It’s just gotten worse. What I did to Pinkman... that’s not who I’m supposed to be.  That’s not me.  All this...
WALT,"Correct.  I did not.  I was sitting at a stop light, minding my own business, when the man... the-the kid threw a bag of money through my window!"
WALT,"No, no, no, no, no.  We have got to destroy the evidence!  We gotta rig it to burn, wdo you understand?"
WALT,"Jesse, listen to me...  You are not a murderer.  I’m not, and you’re not.  It’s as simple as that."
JESSE,Yeah.  Vestiges.
JESSE,Yeah.
SAUL,Hmm.  I was gonna have you two flip a coin.  Since the genius can’t be bothered...
MARIE,"But you two managed, right?  You said yourself that Elliot and Gretchen’s money didn’t cover everything."
HANK,"Fight the good fight, brother."
WALT,How do these fit?  You like these?
HANK,"You know you’re just, you’re being foolish, you know?  Come on. What’s the point?"
JESSE,"Yeah, he’d, uh... he’d shoot me in the head.  Yeah, he’d shoot me in the head."
HANK,"Hey, Buddy."
HANK,Almost seven hundred thousand. Pretty good haul.
SKYLER,"Tell me what happened.  Where’s Hank?  Please, we need to know."
JESSE,You been following this airplane crash?
SKYLER,"Absolutely not, and I need to keep it that way."
WALT,"Jesse, you are now... 42 minutes late.   I’m starting without you."
JESSE,That’s weird.
HANK,Know your enemy and all.
WALT JR,#NAME?
JESSE,"Hey, you got nothing on me, yo. Alright?  You can call my lawyer."
SKYLER,"Did you try the blinis, with the caviar and the little dab of creme fraiche?  Oh my God.  I must’ve eaten about thirty of those suckers."
SKYLER,#NAME?
JESSE,Skinny.  You’re in charge of supplies.  I’ll get you a list.
HANK,"Yeah, tell you what -- we’re gonna go peek our heads in, check it out. Stay here a minute."
SKYLER,#NAME?
WALT,"Look, if he didn’t give up my name while Hank was beating him senseless, he’s never going to talk."
JESSE,"We are who we are, Mr. White.  You know, two junkies with a duffel bag fulla cash?  Like you said, we both woulda been dead within a week."
JESSE,Sorry.  I-I just...
JESSE,"Jesus, Martin.  We’re only gonna be out there a couple days --"
WALT,It’s good to see you.
HANK,Nah.  I’m in this bed for a reason.
SKYLER,Thank you.
WALT,"You are paid extraordinarily well, why can’t you just appreciate that..."
WALT,“I’m in my own private domicile and I won’t be harassed!”
SKYLER,"Just kinda feels right, you know? It’s my new favorite."
WALT,Hey...
WALT,I got my old job back.
WALT,Sure.
JESSE,"Yeah, you know.  Just stuff gets spilled."
SKYLER,They’ll say they’re not denying coverage.
MARIE,"Oh, you’re Ted!  I’ve heard so much about you.  Thank you for your gift basket.  That was very thoughtful."
SKYLER,"I’m gonna make you a deal, Walt. I won’t tell Hank... or your children... or anybody else. Nobody will ever hear it from me. But only if you grant me this divorce and stay out of our lives."
MARIE,You afraid you’ll lose?
SAUL,"It’s the Tax Man.  And he’s looking at you.  Now what does he see?  He sees a young fella with a big fancy house, unlimited cash supply and no job.  Now what is the conclusion the Tax Man makes?"
SKYLER,What does that mean?  Negotiated.
JESSE,"What, like, my interesting life? Uh...  One day pretty much bleeds into the next."
HANK,Christian Ortega...
SKYLER,And that seafood table with the lobster tails and crab legs and oysters...
WALT,And I want my own key to the house.
SKYLER,"Yeah, yeah, yeah.  Absolutely, absolutely.  Fatten that baby up."
MARIE,"You know?  Screw it.  I’m gonna make sure he gets what he needs, they can just reimburse me later."
SAUL,"Okay.  Let me bottom line this for you.  You don’t need to be involved.  Okay?  Because I’ve been doing this for a lot of years, successfully -- believe it or not, without your help!"
SKYLER,"Honey, want another waffle..?"
JESSE,Jane’s dad.
GUS,Shake hands.
JESSE,How do you not hate yourself?
MARIE,"“Next week?”  Uh, no.  That’s not gonna do it.  I’ve looked into this, and the sooner physical therapy begins, the better his chances are, and..."
MARIE,#NAME?
HANK,You told me the kid was getting his doobage on.
WALT JR,Doesn’t matter if you voted for it. It’s the law.
WALT,"Well, maybe we could head up the Turquoise Trail.  Stop at Tinkertown, maybe grab lunch in Madrid --"
SKYLER,Please tell me you’re taking the money.
JESSE,What?
JESSE,"Like, hit bone."
SKYLER,Investment in what?
SKYLER,I think Marie should know the truth.
GUS,I have a very large investment in this.
JESSE,"What?  Yeah, yeah... He’s cool."
SKYLER,I’m perfectly capable of managing a small business --
GUS,I hope you like Paila Marina...
JESSE,What are you talking about?
JESSE,"Yo, does somebody got an axe I can use?"
JESSE,Dammit.
SAUL,"Ouch!  What was your mistake?  You didn’t launder your money.  Now, you give me your money -- that’s called placement.  Hand me that little thing..."
GUS,Good to see you again.
SAUL,Hey... there he is!  Finally!  I went ahead and started without you.
SKYLER,Four.
SKYLER,"You’ve got all these nice tulips there, and good baby’s breath..."
JESSE,I have a “Get-Outta-Jail Free” card.
SKYLER,Thank you.
JESSE,"Yo, I thought I was gonna see some, like, vaginas."
JESSE,I need your help.
WALT JR,They’re--pre--shrunk.
GUS,Then you have it.
SKYLER,"I don’t remember asking you, alright?  You wanna be supportive? Be supportive without all this prying, for god’s sake."
SKYLER,"Yeah, okay... um...  Last thing, and then I’ll let you go."
WALT,"Skyler, how do you think we’ve been paying our bills these last six months?"
MIKE,Shut up.  Shut up.  I can’t do it. I’m sorry.
WALT JR,"Mom... Mom, put it down."
JESSE,Okay.
HANK,"Baby, it wasn’t the right thing. It’s not what the job is.  I’m supposed to be better than that."
WALT JR,"Hey, Mom."
WALT,I would... say so.
WALT,No.
SKYLER,"Stop!  Oh, God... Please..."
WALT,Oh.  Water on Mars.
MARIE,Tricks.  It’s an expression.  How are you?
JESSE,"You like that?  Hurts, huh?"
HANK,How exactly that supposed to make me feel better?
HANK,No... I do.  I’m good...
MARIE,"Good.  Good.  Jesus, god knows I’m relieved..."
MARIE,And somebody bought it?
WALT,-- I said “maybe.”  Maybe bugged --
WALT JR,"Um.  Great dinner, Mom.  Um, Can I be, can I be excused?"
JESSE,"Yes!  Alright!  Livin’ large, playas!"
WALT,Let me understand this.  You’re turning down one and a half MILLION dollars? --
MARIE,He’s gone.
WALT,Hey.
SKYLER,"What?  No!  No-no-no, you should rest.  Look.  Why don’t you go in and take a long bath?  I put fresh sheets on the bed."
WALT,"Yes.  Now, it may sound unorthodox, but I think our first best option is... Jesse Pinkman."
JESSE,What about family?
JESSE,Anyway.  It’s better now.
JESSE,Hey!
HANK,"I’m not gonna bet on whether I can get a boner.  There’s no bet, no bet here!  No bet!"
WALT,We’ll discuss all of this later --
WALT JR,Seriously?  Wha-what kind of business?
JESSE,How’d you find me?
WALT,What are you doing?  What are you doing?
SAUL,I knew I could count on you boys to play nice.  That’s -- that almost brings a tear to my eye.
SKYLER,"Hi, you.  What’s going on?"
HANK,"Yeah, well, that’s not the rules."
SKYLER,I’m sorry...
WALT,What exactly is this?
MARIE,"Wow.  Out of the mouths of babes, huh?"
MIKE,I don’t know if it’s a barrel leak or what... but you got something mighty stinky down there.
SAUL,"Fair enough.  I’ll walk you through the process.  First step is something we like to call “money laundering.”  Alright, take you’re money were represented by say... these jelly beans."
SKYLER,I met my reserve and there’s still two minutes.
WALT JR,Thank you.  Please hand this to your car wash professional and have an A-1 day.
HANK,That’s the spirit! --
SAUL,"I can’t tell you, Mike.  Alright? I -- look.  If I was to tell you, well I just... I couldn’t live with myself.  I’m sorry."
WALT,Sure.
WALT,How about “fine”?
JESSE,It’s a REAL one.
GUS,Those men outside are my trusted employees.  And when I learned what you intended to do...
MIKE,Where is he right now?  You give me an address.
SKYLER,Are we safe?
HANK,"Um, do you -- do you have an RV?"
WALT,Absolutely not.  And I appreciate the offer.  But it turns out my insurance came through after all.
JESSE,Frickin’ PSYCHO!  AHH!
MARIE,"Wait till you see the bedroom.  I had ‘em move the plasma in.  I know that’s how you always wanted it -- you only had to get shot to get it, right?  I got you a new bed..."
MARIE,Want me to make you some breakfast?
JESSE,You heard me.  What kinda mom gets wasted with a little kid to take care of?
JESSE,What?
WALT,"He’s still my son.  I mean, he will remain --"
HANK,Yes.  Why?
SKYLER,Yeah.  Let’s sit.
JESSE,What?
SKYLER,So he wants to help -- why is that a bad thing?
JESSE,"Yeah, yeah..."
SKYLER,"Who is he?  What’s his name?  What are his qualifications?  Walt, this..."
HANK,Yes sir.
JESSE,"Hell, yeah I’m back!  With a vengeance!  Nigga gotta make a living!  And with your cousin gone away and all..."
WALT,"No, no this one’s fine."
HANK,How’d you do it?  Talk!  Who’re you working with?!
WALT JR,I dunno.
WALT JR,"Shit, come--on.  This is--the best-- Wait, wait..."
SKYLER,"I don’t care about that, Walt."
SKYLER,Sixteen years.
WALT,"I was at home and-and we needed diapers.  And, so I said I’d go, but it was just an excuse. Actually, that was the night I brought you your money.  Remember?"
SKYLER,"I just need you to mow at some point.  I’d do it myself, except it always throws rocks at me.  I think it needs a new bag."
SKYLER,Flynn...
WALT JR,It’s alright.
JESSE,“Perfect moment?”  For what --  to drop dead?
WALT JR,"""Hang in there! "" They said it too!"
SKYLER,"God, we haven’t been there in forever --"
WALT,Bins are packed?
MARIE,Hey.  How’d it go last night?
JESSE,I know.  I’m moving slowly.  Yeah. Absolutely.  I’m just gonna need your “swatter” thing...  Come on. Oh yeah.  It’s okay... come on.
WALT,Me?
JESSE,What do you mean?  How much have you sold?
SKYLER,"Well, he’s certainly a lot safer up here, isn’t he?"
SKYLER,So what?  We’re just supposed to compromise on his care?
JESSE,I found this stuff on the internet. Takes days to kick in.  Just keep quiet and this won’t ever come back to you.
GUS,If it wasn’t for this man -- and the respect I have for him -- I would be dealing with this in a very different way.
JESSE,"Yeah.  I’ve heard it... over and over and over again.  Y’know, don’t you think it’s ridiculous that society says beer is okay, and a little hit of something... sweet is wrong?"
WALT JR,Uncle Hank is dead?
